Pathway,Metabolite
Biosynthesis of secondary metabolites,(E)-alpha-Bisabolene
Biosynthesis of secondary metabolites,(3Z)-Hex-3-en-1-yl acetate
Biosynthesis of secondary metabolites,"7,9,9'-tricis-Neurosporene"
Biosynthesis of secondary metabolites,"2-cis,6-cis-Farnesyl diphosphate"
Biosynthesis of secondary metabolites,"9,15,9'-tricis-zeta-Carotene"
Biosynthesis of secondary metabolites,"15,9'-dicis-Phytofluene"
Biosynthesis of secondary metabolites,"1-Hydroxy-1,2-dihydrolycopene"
Biosynthesis of secondary metabolites,"4,4'-Diapolycopene"
Biosynthesis of secondary metabolites,"4,4'-Diapolycopenedial"
Biosynthesis of secondary metabolites,Terpentetriene
Biosynthesis of secondary metabolites,Terpentedienyl diphosphate
Biosynthesis of secondary metabolites,Phyllocladan-16alpha-ol
Biosynthesis of secondary metabolites,Cucurbitadienol
Biosynthesis of secondary metabolites,Arabidiol
Biosynthesis of secondary metabolites,Dammarenediol-II
Biosynthesis of secondary metabolites,"(5S,6S)-6-Amino-5-hydroxycyclohexa-1,3-diene-1-carboxylate"
Biosynthesis of secondary metabolites,"(1R,6S)-6-Amino-5-oxocyclohex-2-ene-1-carboxylate"
Biosynthesis of secondary metabolites,Thalianol
Biosynthesis of secondary metabolites,"4,4'-Diaponeurosporen-4-al"
Biosynthesis of secondary metabolites,Demethylmenaquinol
Biosynthesis of secondary metabolites,"trans,polycis-Polyprenyl diphosphate"
Biosynthesis of secondary metabolites,"2-Methoxy-6-all-trans-polyprenyl-1,4-benzoquinol"
Biosynthesis of secondary metabolites,"5-Methoxy-2-methyl-3-(all-trans-polyprenyl)benzene-1,4-diol"
Biosynthesis of secondary metabolites,beta-D-Glucosyl crocetin
Biosynthesis of secondary metabolites,Bis(beta-D-glucosyl) crocetin
Biosynthesis of secondary metabolites,beta-D-Gentiobiosyl crocetin
Biosynthesis of secondary metabolites,26-Hydroxybrassinolide
Biosynthesis of secondary metabolites,"4'-Apo-beta,psi-caroten-4'-al"
Biosynthesis of secondary metabolites,Pentalen-13-al
Biosynthesis of secondary metabolites,"dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose"
Biosynthesis of secondary metabolites,"dTDP-3-dimethylamino-3,6-dideoxy-alpha-D-galactopyranose"
Biosynthesis of secondary metabolites,dTDP-3-dehydro-6-deoxy-alpha-D-galactopyranose
Biosynthesis of secondary metabolites,Verruculogen
Biosynthesis of secondary metabolites,S-Farnesyl protein
Biosynthesis of secondary metabolites,"trans,trans-Farnesyl phosphate"
Biosynthesis of secondary metabolites,19-Chloroproansamitocin
Biosynthesis of secondary metabolites,20-O-Methyl-19-chloroproansamitocin
Biosynthesis of secondary metabolites,N-Demethyl-desepoxymaytansinol
Biosynthesis of secondary metabolites,N-Demethyl-desepoxyansamitocin P-3
Biosynthesis of secondary metabolites,N-Demethylansamitocin P-3
Biosynthesis of secondary metabolites,Ansamitocinoside P-3
Biosynthesis of secondary metabolites,4''-O-Carbamoyl ansamitocinoside P-3
Biosynthesis of secondary metabolites,ent-Isokaurene
Biosynthesis of secondary metabolites,ent-2alpha-Hydroxyisokaurene
Biosynthesis of secondary metabolites,"9beta-Pimara-7,15-dien-19-oate"
Biosynthesis of secondary metabolites,"ent-11beta-Hydroxycassa-12,15-diene"
Biosynthesis of secondary metabolites,"10beta,14beta-Dihydroxytaxa-4(20),11-dien-5alpha-yl acetate"
Biosynthesis of secondary metabolites,"dTDP-3-acetamido-3,6-dideoxy-alpha-D-galactopyranose"
Biosynthesis of secondary metabolites,"(13E)-Labda-7,13-dien-15-ol"
Biosynthesis of secondary metabolites,"(12E)-9alpha-Labda-8(17),12,14-triene"
Biosynthesis of secondary metabolites,Marneral
Biosynthesis of secondary metabolites,syn-Stemoden-19-oate
Biosynthesis of secondary metabolites,(6E)-8-Oxolinalool
Biosynthesis of secondary metabolites,"(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate"
Biosynthesis of secondary metabolites,"2,3-Epoxymenaquinone"
Biosynthesis of secondary metabolites,Copal-8-ol diphosphate
Biosynthesis of secondary metabolites,Narcotine hemiacetal
Biosynthesis of secondary metabolites,Papaveroxine
Biosynthesis of secondary metabolites,N-Hydroxy-L-isoleucine
Biosynthesis of secondary metabolites,"N,N-Dihydroxy-L-isoleucine"
Biosynthesis of secondary metabolites,(Z)-2-Methylbutanal oxime
Biosynthesis of secondary metabolites,N-Hydroxy-L-valine
Biosynthesis of secondary metabolites,"N,N-Dihydroxy-L-valine"
Biosynthesis of secondary metabolites,(Z)-2-Methylpropanal oxime
Biosynthesis of secondary metabolites,N2-Citryl-N6-acetyl-N6-hydroxy-L-lysine
Biosynthesis of secondary metabolites,Isopentenyl phosphate
Biosynthesis of secondary metabolites,2'-Deamino-2'-hydroxyneamine
Biosynthesis of secondary metabolites,2'-Deamino-2'-hydroxy-6'-dehydroparomamine
Biosynthesis of secondary metabolites,2'-Deamino-2'-hydroxyparomamine
Biosynthesis of secondary metabolites,Ecgonone methyl ester
Biosynthesis of secondary metabolites,Chanoclavine-I aldehyde
Biosynthesis of secondary metabolites,Pentalenolactone F
Biosynthesis of secondary metabolites,Pentalenolactone D
Biosynthesis of secondary metabolites,1-Deoxy-11-oxopentalenate
Biosynthesis of secondary metabolites,Neopentalenolactone D
Biosynthesis of secondary metabolites,1-Deoxy-11beta-hydroxypentalenate
Biosynthesis of secondary metabolites,1-Deoxypentalenate
Biosynthesis of secondary metabolites,Pentalenate
Biosynthesis of secondary metabolites,Cannabigerolate
Biosynthesis of secondary metabolites,Pentalenolactone
Biosynthesis of secondary metabolites,Festuclavine
Biosynthesis of secondary metabolites,"6,8-Dimethyl-6,7-didehydroergoline"
Biosynthesis of secondary metabolites,4-Dimethylallyl-L-abrine
Biosynthesis of secondary metabolites,"3,5,7-Trioxododecanoyl-CoA"
Biosynthesis of secondary metabolites,"2,4-Dihydroxy-6-pentylbenzoate"
Biosynthesis of secondary metabolites,Fumigaclavine A
Biosynthesis of secondary metabolites,Fumigaclavine B
Biosynthesis of secondary metabolites,Fumigaclavine C
Biosynthesis of secondary metabolites,Dihydrodemethylsterigmatocystin
Biosynthesis of secondary metabolites,Dihydrosterigmatocystin
Biosynthesis of secondary metabolites,Norsolorinic acid
Biosynthesis of secondary metabolites,Norsolorinic acid anthrone
Biosynthesis of secondary metabolites,(-)-Lariciresinol
Biosynthesis of secondary metabolites,(-)-Pinoresinol
Biosynthesis of secondary metabolites,(+)-Secoisolariciresinol
Biosynthesis of secondary metabolites,"6,8-Dimethyl-6,7,8,9-tetradehydroergoline"
Biosynthesis of secondary metabolites,Isochavicol
Biosynthesis of secondary metabolites,Coumaryl acetate
Biosynthesis of secondary metabolites,"2,3-Bis-(O-geranylgeranyl)-sn-glycero-1-phospho-L-serine"
Biosynthesis of secondary metabolites,cis-Abienol
Biosynthesis of secondary metabolites,9-cis-beta-Carotene
Biosynthesis of secondary metabolites,L-beta-Phenylalanine
Biosynthesis of secondary metabolites,(1'S)-Averantin
Biosynthesis of secondary metabolites,"(1'S,5'S)-5'-Hydroxyaverantin"
Biosynthesis of secondary metabolites,"(1'S,5'R)-5'-Hydroxyaverantin"
Biosynthesis of secondary metabolites,5'-Oxoaverantin
Biosynthesis of secondary metabolites,1'-Hydroxyversicolorone
Biosynthesis of secondary metabolites,Versicolorone
Biosynthesis of secondary metabolites,Versiconal hemiacetal acetate
Biosynthesis of secondary metabolites,Versiconol acetate
Biosynthesis of secondary metabolites,Versiconal
Biosynthesis of secondary metabolites,Versiconol
Biosynthesis of secondary metabolites,2'-Dehydrokanamycin A
Biosynthesis of secondary metabolites,Tryprostatin B
Biosynthesis of secondary metabolites,6-Hydroxytryprostatin B
Biosynthesis of secondary metabolites,"2,3-Bis-(O-phytanyl)-sn-glycerol 1-phosphate"
Biosynthesis of secondary metabolites,3-Geranylgeranylindole
Biosynthesis of secondary metabolites,"10,11-Epoxy-3-geranylgeranylindole"
Biosynthesis of secondary metabolites,Emindole SB
Biosynthesis of secondary metabolites,Terpendole B
Biosynthesis of secondary metabolites,"14,15-Epoxyemindole SB"
Biosynthesis of secondary metabolites,Paspaline
Biosynthesis of secondary metabolites,13-Desoxypaxilline
Biosynthesis of secondary metabolites,"20,21-Diprenylterpendole I"
Biosynthesis of secondary metabolites,"12-Demethyl-11,12-dehydropaspaline"
Biosynthesis of secondary metabolites,beta-PC-M6
Biosynthesis of secondary metabolites,Terpendole E
Biosynthesis of secondary metabolites,13-Desoxyterpendole I
Biosynthesis of secondary metabolites,Terpendole I
Biosynthesis of secondary metabolites,Terpendole J
Biosynthesis of secondary metabolites,Terpendole C
Biosynthesis of secondary metabolites,Lolitriol
Biosynthesis of secondary metabolites,Lolitrem E
Biosynthesis of secondary metabolites,Lolitrem B
Biosynthesis of secondary metabolites,Terpendole K
Biosynthesis of secondary metabolites,Paspalicine
Biosynthesis of secondary metabolites,Paspalinine
Biosynthesis of secondary metabolites,Aflatrem
Biosynthesis of secondary metabolites,N1-(3-Aminopropyl)agmatine
Biosynthesis of secondary metabolites,"21,22-Diprenylpaxilline"
Biosynthesis of secondary metabolites,Brevianamide F
Biosynthesis of secondary metabolites,Fumitremorgin A
Biosynthesis of secondary metabolites,"(1'S,5'S)-Averufin"
Biosynthesis of secondary metabolites,Versicolorin B
Biosynthesis of secondary metabolites,Versicolorin A
Biosynthesis of secondary metabolites,Terpendole G
Biosynthesis of secondary metabolites,Paspaline B
Biosynthesis of secondary metabolites,beta-Paxitriol
Biosynthesis of secondary metabolites,"20,21-Diprenylterpendole J"
Biosynthesis of secondary metabolites,"20,21-Diprenylterpendole C"
Biosynthesis of secondary metabolites,Fumitremorgin C
Biosynthesis of secondary metabolites,"12alpha,13alpha-Dihydroxyfumitremorgin C"
Biosynthesis of secondary metabolites,Tryprostatin A
Biosynthesis of secondary metabolites,Kanamycin X
Biosynthesis of secondary metabolites,8-Demethylnovobiocic acid
Biosynthesis of secondary metabolites,Fumitremorgin B
Biosynthesis of secondary metabolites,"5-[[(4,7-Dihydroxy-2-oxo-2H-1-benzopyran-3-yl)amino]carbonyl]-4-methyl-1H-pyrrole-3-carboxylate"
Biosynthesis of secondary metabolites,O-Ureido-L-serine
Biosynthesis of secondary metabolites,2-Heptyl-4(1H)-quinolone
Biosynthesis of secondary metabolites,"2-Amino-4,5-dihydroxy-6-oxo-7-(phosphooxy)heptanoate"
Biosynthesis of secondary metabolites,O-Ureido-D-serine
Biosynthesis of secondary metabolites,"meso-2,3-Butanediol"
Biosynthesis of secondary metabolites,5-Oxo-delta-bilirubin
Biosynthesis of secondary metabolites,3-Dehydro-D-glucose 6-phosphate
Biosynthesis of secondary metabolites,"(E,E)-Geranyllinalool"
Biosynthesis of secondary metabolites,dTDP-alpha-D-fucofuranose
Biosynthesis of secondary metabolites,Long-chain acyl-[acyl-carrier protein]
Biosynthesis of secondary metabolites,15-Demethylaclacinomycin T
Biosynthesis of secondary metabolites,9-cis-10'-Apo-beta-carotenal
Biosynthesis of secondary metabolites,Carlactone
Biosynthesis of secondary metabolites,6''-O-Carbamoylkanamycin A
Biosynthesis of secondary metabolites,"(E,E)-4,8,12-Trimethyltrideca-1,3,7,11-tetraene"
Biosynthesis of secondary metabolites,Miltiradiene
Biosynthesis of secondary metabolites,Ginsenoside Rb1
Biosynthesis of secondary metabolites,Protopanaxadiol
Biosynthesis of secondary metabolites,Protopanaxatriol
Biosynthesis of secondary metabolites,Ginsenoside Rd
Biosynthesis of secondary metabolites,"6-Geranylgeranyl-2-methylbenzene-1,4-diol"
Biosynthesis of secondary metabolites,"6-Geranylgeranyl-2,3-dimethylbenzene-1,4-diol"
Biosynthesis of secondary metabolites,Neopikromycin
Biosynthesis of secondary metabolites,Novapikromycin
Biosynthesis of secondary metabolites,Novamethymycin
Biosynthesis of secondary metabolites,20-Oxo-5-O-beta-mycaminosyltylactone
Biosynthesis of secondary metabolites,3-[(1-Carboxyvinyl)oxy]benzoate
Biosynthesis of secondary metabolites,6-Amino-6-deoxyfutalosine
Biosynthesis of secondary metabolites,Ginsenoside Rg3
Biosynthesis of secondary metabolites,Ginsenoside F2
Biosynthesis of secondary metabolites,Ginsenoside F1
Biosynthesis of secondary metabolites,7-Deoxyloganetate
Biosynthesis of secondary metabolites,7-Deoxyloganetin
Biosynthesis of secondary metabolites,Grixazone B
Biosynthesis of secondary metabolites,(S)-3-Chloro-beta-tyrosyl-[pcp]
Biosynthesis of secondary metabolites,OA-6129 A
Biosynthesis of secondary metabolites,OA-6129 C
Biosynthesis of secondary metabolites,MM 4550
Biosynthesis of secondary metabolites,Deacetylepithienamycin F
Biosynthesis of secondary metabolites,C20818
Biosynthesis of secondary metabolites,C20819
Biosynthesis of secondary metabolites,"2,3-Dihydrothienamycin"
Biosynthesis of secondary metabolites,C20821
Biosynthesis of secondary metabolites,C20822
Biosynthesis of secondary metabolites,C20823
Biosynthesis of secondary metabolites,Cyclooctat-9-en-7-ol
Biosynthesis of secondary metabolites,2-Hydroxy-7-methoxy-5-methyl-1-naphthoate
Biosynthesis of secondary metabolites,2-Hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA
Biosynthesis of secondary metabolites,(R)-Mevalonate 3-phosphate
Biosynthesis of secondary metabolites,"(R)-Mevalonate 3,5-bisphosphate"
Biosynthesis of secondary metabolites,Dihydromonacolin L acid
Biosynthesis of secondary metabolites,"3alpha-Hydroxy-3,5-dihydromonacolin L acid"
Biosynthesis of secondary metabolites,Monacolin L acid
Biosynthesis of secondary metabolites,Monacolin J acid
Biosynthesis of secondary metabolites,2-Hydroxy-5-methyl-1-naphthoate
Biosynthesis of secondary metabolites,"2,7-Dihydroxy-5-methyl-1-naphthoate"
Biosynthesis of secondary metabolites,Very-long-chain acyl-CoA
Biosynthesis of secondary metabolites,Very-long-chain 3-oxoacyl-CoA
Biosynthesis of secondary metabolites,Very-long-chain (3R)-3-hydroxyacyl-CoA
Biosynthesis of secondary metabolites,"Very-long-chain trans-2,3-dehydroacyl-CoA"
Biosynthesis of secondary metabolites,"3,4-Dihydroxybenzoyl-[aryl-carrier protein]"
Biosynthesis of secondary metabolites,"(3,4-Dihydroxybenzoyl)adenylate"
Biosynthesis of secondary metabolites,N-Citryl-spermidine
Biosynthesis of secondary metabolites,beta-Citraurin
Biosynthesis of secondary metabolites,C20913
Biosynthesis of secondary metabolites,C20914
Biosynthesis of secondary metabolites,C20915
Biosynthesis of secondary metabolites,C20916
Biosynthesis of secondary metabolites,Tabtoxin
Biosynthesis of secondary metabolites,Tabtoxinine-beta-lactam
Biosynthesis of secondary metabolites,N1-Acetyl-tabtoxinine-beta-lactam
Biosynthesis of secondary metabolites,MM 42842
Biosynthesis of secondary metabolites,3alpha-Hydroxy-3-aminoacylmonobactamic acid
Biosynthesis of secondary metabolites,L-Dihydroanticapsin
Biosynthesis of secondary metabolites,L-Anticapsin
Biosynthesis of secondary metabolites,Bacilysin
Biosynthesis of secondary metabolites,(R)-Ipsdienol
Biosynthesis of secondary metabolites,Ipsdienone
Biosynthesis of secondary metabolites,"N1-(3,4-Dihydroxybenzoyl)-N8-citryl spermidine"
Biosynthesis of secondary metabolites,"3-[(4R)-4-Hydroxycyclohexa-1,5-dien-1-yl]-2-oxopropanoate"
Biosynthesis of secondary metabolites,alpha-D-Sedoheptulopyranose 7-phosphate
Biosynthesis of secondary metabolites,"N3-Fumaroyl-L-2,3-diaminopropanoate"
Biosynthesis of secondary metabolites,Dapdiamide A
Biosynthesis of secondary metabolites,Dapdiamide B
Biosynthesis of secondary metabolites,Dapdiamide C
Biosynthesis of secondary metabolites,3-{[(2E)-4-Amino-4-oxobut-2-enoyl]amino}-L-alanine
Biosynthesis of secondary metabolites,8-Demethyl-8-alpha-L-rhamnosyltetracenomycin C
Biosynthesis of secondary metabolites,8-Demethyl-8-(2-O-methyl-alpha-L-rhamnosyl)tetracenomycin C
Biosynthesis of secondary metabolites,"8-Demethyl-8-(2,3-di-O-methyl-alpha-L-rhamnosyl)tetracenomycin C"
Biosynthesis of secondary metabolites,"8-Demethyl-8-(2,3,4-tri-O-methyl-alpha-L-rhamnosyl)tetracenomycin C"
Biosynthesis of secondary metabolites,"5,10-Dihydrophenazine-1-carboxylate"
Biosynthesis of secondary metabolites,"9-(Dimethylallyl)-5,10-dihydrophenazine-1-carboxylate"
Biosynthesis of secondary metabolites,"dTDP-3-O-methyl-4-oxo-2,6-dideoxy-L-mannose"
Biosynthesis of secondary metabolites,"dTDP-3-N,N-dimethylamino-2,3,6-trideoxy-4-keto-D-glucose"
Biosynthesis of secondary metabolites,"dTDP-3-N,N-dimethylamino-4-oxo-2,3,6-trideoxy-L-allose"
Biosynthesis of secondary metabolites,Demethylphylloquinol
Biosynthesis of secondary metabolites,"3-[(1E,4R)-4-Hydroxycyclohex-2-en-1-ylidene]-2-oxopropanoate"
Biosynthesis of secondary metabolites,"(3E)-3-[(1R,5R,6S)-5-Hydroxy-7-oxabicyclo[4.1.0]heptan-2-ylidene]-2-oxopropanoate"
Biosynthesis of secondary metabolites,"3-[(1R,2S,5R,6S)-5-Hydroxy-7-oxabicyclo[4.1.0]heptan-2-yl]-2-oxopropanoate"
Biosynthesis of secondary metabolites,Terpentecin
Biosynthesis of secondary metabolites,24-epi-Campesterol
Biosynthesis of secondary metabolites,Dihydromonacolin L-[acyl-carrier protein]
Biosynthesis of secondary metabolites,Aminopyrrolnitrin
Biosynthesis of secondary metabolites,Monodechloroaminopyrrolnitrin
Biosynthesis of secondary metabolites,IPA imine
Biosynthesis of secondary metabolites,Chromopyrrolate
Biosynthesis of secondary metabolites,K-252c
Biosynthesis of secondary metabolites,Holyrine A
Biosynthesis of secondary metabolites,O-Demethyl-N-demethyl-staurosporine
Biosynthesis of secondary metabolites,(S)-2-Methylbutanoyl-[acp]
Biosynthesis of secondary metabolites,Lovastatin acid
Biosynthesis of secondary metabolites,Protodeoxyviolaceinic acid
Biosynthesis of secondary metabolites,Protoviolaceinic acid
Biosynthesis of secondary metabolites,Violaceinic acid
Biosynthesis of secondary metabolites,Violacein
Biosynthesis of secondary metabolites,"dTDP-3-amino-4-oxo-2,3,6-trideoxy-L-allose"
Biosynthesis of secondary metabolites,trans-2-Octenal
Biosynthesis of secondary metabolites,(S)-3-Acetyloctanal
Biosynthesis of secondary metabolites,Aurachin B
Biosynthesis of secondary metabolites,"4-Hydroxy-2-methyl-3-oxo-4-[(2E,6E)-farnesyl]-3,4-dihydroquinoline 1-oxide"
Biosynthesis of secondary metabolites,Acarbose 7IV-phosphate
Biosynthesis of secondary metabolites,3''-Oxoribostamycin
Biosynthesis of secondary metabolites,Bursehernin
Biosynthesis of secondary metabolites,(-)-5'-Demethylyatein
Biosynthesis of secondary metabolites,Pluviatolide
Biosynthesis of secondary metabolites,Geranyl phosphate
Biosynthesis of secondary metabolites,5-epi-Valiolol 7-phosphate
Biosynthesis of secondary metabolites,1-epi-Valienol 7-phosphate
Biosynthesis of secondary metabolites,"1,7-Diphospho-1-epi-valienol"
Biosynthesis of secondary metabolites,NDP-1-epi-valienol 7-phosphate
Biosynthesis of secondary metabolites,dTDP-acarviose-7-phosphate
Biosynthesis of secondary metabolites,1-epi-Valienol 1-phosphate
Biosynthesis of secondary metabolites,NDP-1-epi-valienol
Biosynthesis of secondary metabolites,Salbostatin 6'-phosphate
Biosynthesis of secondary metabolites,Validamine 7-phosphate
Biosynthesis of secondary metabolites,Geranylgeranyl bacteriochlorophyllide a
Biosynthesis of secondary metabolites,Validone 7-phosphate
Biosynthesis of secondary metabolites,Validoxylamine A 7'-phosphate
Biosynthesis of secondary metabolites,2-Amino-5-epi-valiolone
Biosynthesis of secondary metabolites,2-Aminovalienone
Biosynthesis of secondary metabolites,Cetoniacytone B
Biosynthesis of secondary metabolites,6'-Oxokanamycin X
Biosynthesis of secondary metabolites,6'-Oxokanamycin C
Biosynthesis of secondary metabolites,Kanamycin D
Biosynthesis of secondary metabolites,Lividamine
Biosynthesis of secondary metabolites,6'-Oxolividamine
Biosynthesis of secondary metabolites,4'-Oxolividamine
Biosynthesis of secondary metabolites,4'-Oxonebramine
Biosynthesis of secondary metabolites,Nebramine
Biosynthesis of secondary metabolites,5''-Phosphoribosylparomamine
Biosynthesis of secondary metabolites,2'''-N-Acetyl-6'''-deamino-6'''-hydroxyparomomycin II
Biosynthesis of secondary metabolites,6'''-Deamino-6'''-hydroxyparomomycin II
Biosynthesis of secondary metabolites,6'''-Deamino-6'''-oxoparomomycin II
Biosynthesis of secondary metabolites,5'''-epi-Lividomycin B
Biosynthesis of secondary metabolites,3''-Oxogentamicin A2
Biosynthesis of secondary metabolites,3''-Amino-3''-deoxygentamicin A2
Biosynthesis of secondary metabolites,6'-Oxogentamicin X2
Biosynthesis of secondary metabolites,6'-Oxo-G418
Biosynthesis of secondary metabolites,Antibiotic JI-20Ba
Biosynthesis of secondary metabolites,Gentamicin C2a
Biosynthesis of secondary metabolites,Fe-coproporphyrin III
Biosynthesis of secondary metabolites,Maduropeptin chromophore
Biosynthesis of secondary metabolites,Validamycin B
Biosynthesis of secondary metabolites,5-Methylphenazine-1-carboxylate
Biosynthesis of secondary metabolites,Kedarcidin chromophore
Biosynthesis of secondary metabolites,"3,4-Dihydro-2-methylene-3-oxo-2H-1,4-benzoxazine-5-carboxylate"
Biosynthesis of secondary metabolites,"3,4-Dihydro-7-hydroxy-2-methylene-3-oxo-2H-1,4-benzoxazine-5-carboxylate"
Biosynthesis of secondary metabolites,(S)-beta-Tyrosine
Biosynthesis of secondary metabolites,(S)-beta-Tyrosyl-[pcp]
Biosynthesis of secondary metabolites,3-(4-Hydroxyphenyl)-3-oxopropanoyl-[pcp]
Biosynthesis of secondary metabolites,6-Methylsalicylyl-CoA
Biosynthesis of secondary metabolites,"3,6-Dimethylsalicylyl-CoA"
Biosynthesis of secondary metabolites,NDP-D-mannose
Biosynthesis of secondary metabolites,NDP-4-oxo-6-deoxy-D-mannose
Biosynthesis of secondary metabolites,"NDP-2,6-dideoxy-D-glycero-hex-2-enos-4-ulose"
Biosynthesis of secondary metabolites,"NDP-2-amino-4-oxo-2,6-dideoxy-D-galactose"
Biosynthesis of secondary metabolites,"NDP-2-amino-2,6-dideoxy-D-galactose"
Biosynthesis of secondary metabolites,"NDP-2-methylamino-2,6-dideoxy-D-galactose"
Biosynthesis of secondary metabolites,"3,6,8-Trihydroxy-2-naphthoate"
Biosynthesis of secondary metabolites,"3,6,7,8-Tetrahydroxy-2-naphthoate"
Biosynthesis of secondary metabolites,"3-Hydroxy-6,7,8-trimethoxy-2-naphthoate"
Biosynthesis of secondary metabolites,"3-Hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoate"
Biosynthesis of secondary metabolites,"3-Hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA"
Biosynthesis of secondary metabolites,Azatyrosine
Biosynthesis of secondary metabolites,(R)-2-Aza-beta-tyrosine
Biosynthesis of secondary metabolites,(R)-2-Aza-beta-tyrosyl-[pcp]
Biosynthesis of secondary metabolites,(R)-2-Aza-3-chloro-beta-tyrosyl-[pcp]
Biosynthesis of secondary metabolites,Aurachin C
Biosynthesis of secondary metabolites,Calicheamicinone
Biosynthesis of secondary metabolites,Calicheamicin T0
Biosynthesis of secondary metabolites,4-Deoxy-4-thio-alpha-D-digitoxosyl-calicheamicin T0
Biosynthesis of secondary metabolites,Calicheamicin PsAg
Biosynthesis of secondary metabolites,Calicheamicin alpha1(I)
Biosynthesis of secondary metabolites,Calicheamicin alpha3(I)
Biosynthesis of secondary metabolites,Orsellinate-[acp]
Biosynthesis of secondary metabolites,2-Methoxyorsellinate-[acp]
Biosynthesis of secondary metabolites,5-Iodo-2-methoxyorsellinate-[acp]
Biosynthesis of secondary metabolites,3-Hydroxy-5-iodo-2-methoxyorsellinate-[acp]
Biosynthesis of secondary metabolites,"5-Iodo-2,3-dimethoxyorsellinate-[acp]"
Biosynthesis of secondary metabolites,"dTDP-4-hydroxyamino-4,6-dideoxy-alpha-D-glucose"
Biosynthesis of secondary metabolites,dTDP-4-deoxy-4-thio-alpha-D-digitoxose
Biosynthesis of secondary metabolites,dTDP-3-O-methyl-beta-L-rhamnose
Biosynthesis of secondary metabolites,dTDP-4-oxo-alpha-D-xylose
Biosynthesis of secondary metabolites,dTDP-4-oxo-2-deoxy-alpha-D-pentos-2-ene
Biosynthesis of secondary metabolites,dTDP-4-oxo-2-deoxy-beta-L-xylose
Biosynthesis of secondary metabolites,"dTDP-4-amino-2,4-dideoxy-beta-L-xylose"
Biosynthesis of secondary metabolites,"dTDP-4-methylamino-2,4-dideoxy-beta-L-xylose"
Biosynthesis of secondary metabolites,"dTDP-4-ethylamino-3-O-methyl-2,4-dideoxy-L-threo-pentopyranose"
Biosynthesis of secondary metabolites,"3-Hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-[acp]"
Biosynthesis of secondary metabolites,"1,3,5,7,9,11,13-Pentadecaheptaene"
Biosynthesis of secondary metabolites,3-(2-Chloro-3-hydroxy-4-methoxyphenyl)-3-hydroxypropanoyl-[pcp]
Biosynthesis of secondary metabolites,dTDP-3-methyl-4-oxo-alpha-D-ribopyranose
Biosynthesis of secondary metabolites,dTDP-madurosamine
Biosynthesis of secondary metabolites,Valienol 1-phosphate
Biosynthesis of secondary metabolites,GDP-valienol
Biosynthesis of secondary metabolites,3-Phosphinomethylmalate
Biosynthesis of secondary metabolites,"(4aR,10bS)-Noroxomaritidine"
Biosynthesis of secondary metabolites,"(1R,6R)-1,4,5,5a,6,9-Hexahydrophenazine-1,6-dicarboxylate"
Biosynthesis of secondary metabolites,"(1R,10aS)-1,4,10,10a-Tetrahydrophenazine-1,6-dicarboxylate"
Biosynthesis of secondary metabolites,"(5aS)-5,5a-Dihydrophenazine-1,6-dicarboxylate"
Biosynthesis of secondary metabolites,"(1R,10aS)-1,4,10,10a-Tetrahydrophenazine-1-carboxylate"
Biosynthesis of secondary metabolites,"(10aS)-10,10a-Dihydrophenazine-1-carboxylate"
Biosynthesis of secondary metabolites,"(1R)-1,4,5,10-Tetrahydrophenazine-1-carboxylate"
Biosynthesis of secondary metabolites,Valienol 7-phosphate
Biosynthesis of secondary metabolites,"Abieta-8,11,13-triene"
Biosynthesis of secondary metabolites,"8,12-Diethyl-3-vinylbacteriochlorophyllide d"
Biosynthesis of secondary metabolites,12-Ethyl-8-propyl-3-vinylbacteriochlorophyllide d
Biosynthesis of secondary metabolites,12-Ethyl-8-isobutyl-3-vinylbacteriochlorophyllide d
Biosynthesis of secondary metabolites,Malonamoyl-[acyl-carrier protein]
Biosynthesis of secondary metabolites,11a-Hydroxy-7-chlortetracycline
Biosynthesis of secondary metabolites,Phenazine-1-carboxylate
Biosynthesis of secondary metabolites,(2-Aminobenzoyl)acetyl-CoA
Biosynthesis of secondary metabolites,(2-Aminobenzoyl)acetate
Biosynthesis of secondary metabolites,6-Hydroxyferuloyl-CoA
Biosynthesis of secondary metabolites,"(1R,5aS,6R)-4a-Hydroxy-1,4,4a,5,5a,6,9,10a-octahydrophenazine-1,6-dicarboxylate"
Biosynthesis of secondary metabolites,"5,10-Dihydrophenazine-1,6-dicarboxylate"
Biosynthesis of secondary metabolites,"5,10-Dihydrophenazine"
Biosynthesis of secondary metabolites,Phenazine
Biosynthesis of secondary metabolites,1-Hydroxyphenazine
Biosynthesis of secondary metabolites,S-Anthraniloyl-L-cysteinyl-protein
Biosynthesis of secondary metabolites,S-Octanoyl-L-cysteinyl-protein
Biosynthesis of secondary metabolites,"1-(2-Aminophenyl)decane-1,3-dione"
Biosynthesis of secondary metabolites,Nickel-sirohydrochlorin
Biosynthesis of secondary metabolites,"Nickel-sirohydrochlorin a,c-diamide"
